Model,Price_Original,Price,Price_VND,Ram_Original,Ram,SSD_Original,SSD,Graphics,GPU,G3Dmark,TDP,Perf_Per_Watt,Price_Objective,Budget_Score,Performance_Score,Energy_Consumption,Efficiency_Score
Dell/XPS 15/Notebook/15.6/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1820.0,1820.0,49140000.0,8GB,8.0,256GB SSD,256.0,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.2681266505206409,0.7318733494793591,0.21377543735879798,0.36363636363636365,0.45675536264763295
Asus/ZenBook 3/Ultrabook/14.0/Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,1900.0,1900.0,51300000.0,16GB,16.0,512GB SSD,512.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.2818097231914398,0.7181902768085602,0.15909445942200612,0.21212121212121213,0.08967492481741372
Dell/Inspiron 7567/Gaming/15.6/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1479.0,1479.0,39933000.0,16GB,16.0,256GB SSD +  1TB HDD,460.8,Nvidia GeForce GTX 1050 Ti,Nvidia GeForce GTX 1050 Ti,6349.0,75.0,83.53947368421052,0.20980255326136038,0.7901974467386397,0.2936203985991081,0.36363636363636365,0.45675536264763295
Lenovo/V330-15IKB (i5-8250U/4GB/256GB/FHD/W10)/Notebook/15.6/Full HD 1920x1080/Intel Core i5 8250U 1.6GHz,829.0,829.0,22383000.0,4GB,4.0,256GB SSD,256.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.09862758781111886,0.9013724121888811,0.06604159842777596,0.21212121212121213,0.15149291135615067
Lenovo/Ideapad 320-15ISK/Notebook/15.6/Full HD 1920x1080/Intel Core i3 6006U 2GHz,579.0,579.0,15633000.0,4GB,4.0,1TB HDD,204.8,Nvidia GeForce 920MX ,Nvidia GeForce 920MX ,1064.0,16.0,62.588235294117645,0.05586798571487212,0.9441320142851278,0.042333518103252796,0.006060606060606058,0.33816769296863813
Asus/X541NA-GO414T (N3350/8GB/1TB/W10)/Notebook/15.6/1366x768/Intel Celeron Dual Core N3350 1.1GHz,399.0,399.0,10773000.0,8GB,8.0,1TB HDD,204.8,Intel HD Graphics 500,Intel HD Graphics 500,301.0,30.0,9.709677419354838,0.025081072205574477,0.9749189277944256,0.038333879244458996,0.09090909090909091,0.038865816984104254
Asus/VivoBook Pro/Notebook/15.6/Full HD 1920x1080/Intel Core i5 7300HQ 2.5GHz,906.62,906.62,24478740.0,8GB,8.0,1TB HDD,204.8,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.11190358906996153,0.8880964109300384,0.2021475303820538,0.36363636363636365,0.45675536264763295
Dell/XPS 13/Ultrabook/13.3/Quad HD+ / Touchscreen 3200x1800/Intel Core i5 8250U 1.6GHz,1869.0,1869.0,50463000.0,8GB,8.0,256GB SSD,256.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.27650753253150523,0.7234924674684948,0.08270826509444262,0.21212121212121213,0.15149291135615067
Lenovo/Thinkpad Yoga/2 in 1 Convertible/13.3/IPS Panel Full HD / Touchscreen 1920x1080/Intel Core i7 7500U 2.7GHz,1757.42,1757.42,47450340.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.25742306692390843,0.7425769330760916,0.06762159120495183,0.21212121212121213,0.08967492481741372
Dell/XPS 15/Notebook/15.6/4K Ultra HD / Touchscreen 3840x2160/Intel Core i7 7700HQ 2.8GHz,2399.0,2399.0,64773000.0,16GB,16.0,1TB SSD,1024.0,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.3671578889755483,0.6328421110244518,0.4215273753432941,0.36363636363636365,0.45675536264763295
Lenovo/Legion Y520-15IKBN/Gaming/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1109.0,1109.0,29943000.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce GTX 1050M,Nvidia GeForce GTX 1050M,5032.0,75.0,66.21052631578948,0.14651834215891518,0.8534816578410849,0.19554557518036061,0.36363636363636365,0.3586704930018014
HP/17-AK091ND (A9-9420/8GB/1TB/W10)/Notebook/17.0/1600x900/AMD A9-Series 9420 3GHz,520.9,520.9,14064300.0,8GB,8.0,1TB HDD,204.8,AMD Radeon R5,AMD Radeon R5,1234.0,19.0,61.7,0.045930654187704374,0.9540693458122956,0.06360473514911773,0.024242424242424246,0.3331401260203351
Lenovo/ThinkPad X1/Ultrabook/14.0/IPS Panel Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,2450.0,2450.0,66150000.0,16GB,16.0,512GB SSD,512.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.37588084780318265,0.6241191521968174,0.15909445942200612,0.21212121212121213,0.08967492481741372
Asus/ROG GL553VE-FY022/Gaming/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1169.0,1169.0,31563000.0,8GB,8.0,1TB HDD,204.8,Nvidia GeForce GTX 1050 Ti,Nvidia GeForce GTX 1050 Ti,6349.0,75.0,83.53947368421052,0.1567806466620144,0.8432193533379856,0.2021475303820538,0.36363636363636365,0.45675536264763295
Acer/Swift 3/Ultrabook/14.0/IPS Panel Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,919.0,919.0,24813000.0,8GB,8.0,256GB SSD,256.0,Intel Graphics 620,Intel Graphics 620,1041.0,50.0,20.41176470588235,0.11402104456576767,0.8859789554342323,0.07000512316594858,0.21212121212121213,0.09944150078762709
Razer/Blade Pro/Gaming/14.0/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,2599.0,2599.0,70173000.0,16GB,16.0,256GB SSD,256.0,Nvidia GeForce GTX 1060,Nvidia GeForce GTX 1060,10064.0,120.0,83.17355371900827,0.4013655706525457,0.5986344293474544,0.34773173927284634,0.6363636363636364,0.4546841917147074
Toshiba/Portege Z30-C-16J/Notebook/13.3/Full HD 1920x1080/Intel Core i5 6200U 2.3GHz,1213.0,1213.0,32751000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.16430633663095384,0.8356936633690462,0.06545474396768206,0.0,0.29274062902763853
Lenovo/Thinkpad X270/Ultrabook/12.5/IPS Panel Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,1584.0,1584.0,42768000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.227761586141784,0.772238413858216,0.06762159120495183,0.21212121212121213,0.08967492481741372
Asus/ROG G701VI/Gaming/17.3/IPS Panel Full HD 1920x1080/Intel Core i7 6820HK 2.7GHz,2799.0,2799.0,75573000.0,32GB,32.0,512GB SSD,512.0,Nvidia GeForce GTX 1080,Nvidia GeForce GTX 1080,18605.0,180.0,102.79005524861878,0.4355732523295431,0.564426747670457,0.703875968992248,0.9999999999999999,0.5657170175714819
Acer/A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce/Gaming/15.6/Full HD 1920x1080/Intel Core i5 7300HQ 2.5GHz,709.0,709.0,19143000.0,8GB,8.0,1TB HDD,204.8,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.07810297880492043,0.9218970211950795,0.2021475303820538,0.36363636363636365,0.45675536264763295
Dell/XPS 13/Ultrabook/13.3/Full HD 1920x1080/Intel Core i5 8250U 1.6GHz,1449.9,1449.9,39147300.0,8GB,8.0,256GB SSD,256.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.20482533557735724,0.7951746644226427,0.08270826509444262,0.21212121212121213,0.15149291135615067
MSI/GL62M 7REX/Gaming/15.6/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1191.8,1191.8,32178600.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce GTX 1050 Ti,Nvidia GeForce GTX 1050 Ti,6349.0,75.0,83.53947368421052,0.1606803223731921,0.8393196776268079,0.23121729782391426,0.36363636363636365,0.45675536264763295
Dell/Inspiron 5570/Notebook/15.6/Full HD 1920x1080/Intel Core i7 8550U 1.8GHz,919.0,919.0,24813000.0,8GB,8.0,256GB SSD,256.0,AMD Radeon 530,AMD Radeon 530,1036.0,50.0,20.313725490196077,0.11402104456576767,0.8859789554342323,0.06986969521361922,0.21212121212121213,0.09888658169841041
Dell/Inspiron 5570/Notebook/15.6/Full HD 1920x1080/Intel Core i7 8550U 1.8GHz,1135.0,1135.0,30645000.0,16GB,16.0,256GB SSD +  2TB HDD,665.6,AMD Radeon 530,AMD Radeon 530,1036.0,50.0,20.313725490196077,0.15096534077692486,0.8490346592230751,0.19622628436090606,0.21212121212121213,0.09888658169841041
Lenovo/IdeaPad Y700-15ISK/Gaming/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 6700HQ 2.6GHz,1196.0,1196.0,32292000.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce GTX 960,Nvidia GeForce GTX 960,6133.0,120.0,50.68595041322314,0.16139868368840907,0.838601316311591,0.22536681028328587,0.6363636363636364,0.27079868109446437
Dell/Alienware 17/Gaming/17.3/IPS Panel 4K Ultra HD 3840x2160/Intel Core i7 7700HQ 2.8GHz,3147.37,3147.37,84978990.0,32GB,32.0,512GB SSD +  1TB HDD,716.8,Nvidia GeForce GTX 1070,Nvidia GeForce GTX 1070,14672.0,150.0,97.16556291390728,0.4951579026586209,0.5048420973413791,0.6438599695969496,0.8181818181818181,0.5338814083019026
Dell/Latitude E7470/Notebook/14.0/Full HD 1920x1080/Intel Core i5 6300U 2.4GHz,1229.0,1229.0,33183000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.1670429511651136,0.8329570488348864,0.06545474396768206,0.0,0.29274062902763853
HP/15-ay047nv (i3-6006U/6GB/1TB/Radeon/Notebook/15.6/1920x1080/Intel Core i3 6006U 2GHz,539.0,539.0,14553000.0,6GB,6.0,1TB HDD,204.8,AMD Radeon R5 M430,AMD Radeon R5 M430,648.0,15.0,40.5,0.04902644937947264,0.9509735506205274,0.03939924580278331,0.0,0.21314442216812257
MSI/GP72VR Leopard/Gaming/17.3/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1486.77,1486.77,40142790.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce GTX 1060,Nvidia GeForce GTX 1060,10064.0,120.0,83.17355371900827,0.21113152169451171,0.7888684783054882,0.33184026640462927,0.6363636363636364,0.4546841917147074
Toshiba/Satellite Pro/Notebook/15.6/1366x768/Intel Core i3 6100U 2.1GHz,498.0,498.0,13446000.0,4GB,4.0,128GB SSD,128.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.04201387463568818,0.9579861253643118,0.01971830985915493,0.0,0.29274062902763853
Dell/Latitude 3580/Notebook/15.6/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,955.0,955.0,25785000.0,8GB,8.0,1TB HDD,204.8,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.1201784272676272,0.8798215727323728,0.05599368422820765,0.21212121212121213,0.08967492481741372
HP/15-bs012nv (i7-7500U/8GB/1TB/Radeon/Notebook/15.6/Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,745.0,745.0,20115000.0,8GB,8.0,1TB HDD,204.8,AMD Radeon 530,AMD Radeon 530,1036.0,50.0,20.313725490196077,0.08426036150677996,0.91573963849322,0.058241788236875036,0.21212121212121213,0.09888658169841041
Toshiba/Tecra Z50-D-10E/Notebook/15.6/IPS Panel Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,1258.0,1258.0,33966000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.17200306500827825,0.8279969349917218,0.06762159120495183,0.21212121212121213,0.08967492481741372
Acer/Aspire 3/Notebook/15.6/1366x768/Intel Core i3 6006U 2GHz,412.0,412.0,11124000.0,4GB,4.0,128GB SSD,128.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.027304571514579302,0.9726954284854207,0.01971830985915493,0.0,0.29274062902763853
Microsoft/Surface Laptop/Ultrabook/13.5/Touchscreen 2256x1504/Intel Core i7 7600U 2.8GHz,1867.85,1867.85,50431950.0,8GB,8.0,256GB SSD,256.0,Intel Iris Plus Graphics 640,Intel Iris Plus Graphics 640,1790.0,15.0,111.875,0.2763108383618625,0.7236891616381376,0.09029223042488682,0.0,0.6171393920950881
Lenovo/V310-15ISK (i5-7200U/8GB/1TB/Notebook/15.6/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,817.95,817.95,22084650.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,AMD Radeon R5 M430,AMD Radeon R5 M430,648.0,15.0,40.5,0.09673761339846476,0.9032623866015352,0.0768023465779771,0.0,0.21314442216812257
Lenovo/Yoga 720-13IKB/2 in 1 Convertible/13.3/IPS Panel Full HD / Touchscreen 1920x1080/Intel Core i5 7200U 2.5GHz,1034.0,1034.0,27918000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.1336904615300412,0.8663095384699588,0.06762159120495183,0.21212121212121213,0.08967492481741372
Lenovo/IdeaPad 320-15AST/Notebook/15.6/1366x768/AMD E-Series E2-9000 2.2GHz,349.0,349.0,9423000.0,4GB,4.0,128GB SSD,128.0,AMD Radeon R2 Graphics,AMD Radeon R2 Graphics,254.0,15.0,15.875,0.01652915178632513,0.9834708482136749,0.0029523293607800656,0.0,0.07376261993412574
HP/Pavilion X360/2 in 1 Convertible/14.0/IPS Panel Full HD / Touchscreen 1920x1080/Intel Core i3 7100U 2.4GHz,699.0,699.0,18873000.0,4GB,4.0,128GB SSD,128.0,Nvidia GeForce 940MX,Nvidia GeForce 940MX,1508.0,23.0,62.833333333333336,0.07639259472107054,0.9236074052789295,0.03691765980498375,0.04848484848484849,0.3395549906916798
MSI/GP62 7RDX/Gaming/15.6/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1294.0,1294.0,34938000.0,16GB,16.0,256GB SSD +  1TB HDD,460.8,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.17816044771013778,0.8218395522898623,0.2936203985991081,0.36363636363636365,0.45675536264763295
Asus/Zenbook 3/Ultrabook/14.0/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,1135.0,1135.0,30645000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.15096534077692486,0.8490346592230751,0.06762159120495183,0.21212121212121213,0.08967492481741372
LG/Gram 15Z975/Ultrabook/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 8550U 1.8GHz,2299.0,2299.0,62073000.0,8GB,8.0,512GB SSD,512.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.3500540481370496,0.6499459518629505,0.12576112608867276,0.21212121212121213,0.08967492481741372
Acer/Aspire VX5-591G/Gaming/15.6/Full HD 1920x1080/Intel Core i5 7300HQ 2.5GHz,1299.0,1299.0,35073000.0,16GB,16.0,256GB SSD,256.0,Nvidia GeForce GTX 1050 Ti,Nvidia GeForce GTX 1050 Ti,6349.0,75.0,83.53947368421052,0.17901563975206272,0.8209843602479373,0.24710877069213133,0.36363636363636365,0.45675536264763295
MSI/GV62M 7RD/Gaming/15.6/Full HD 1920x1080/Intel Core i5 7300HQ 2.5GHz,997.9,997.9,26943300.0,8GB,8.0,256GB SSD,256.0,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.12751597498734316,0.8724840250126569,0.21377543735879798,0.36363636363636365,0.45675536264763295
Asus/L502NA-GO052T (N3350/4GB/128GB/W10)/Notebook/15.6/1366x768/Intel Celeron Dual Core N3350 1.1GHz,419.0,419.0,11313000.0,4GB,4.0,128GB SSD,128.0,Intel HD Graphics 500,Intel HD Graphics 500,301.0,30.0,9.709677419354838,0.02850184037327421,0.9714981596267258,0.004225352112676056,0.09090909090909091,0.038865816984104254
Dell/Alienware 15/Gaming/15.6/Full HD 1920x1080/Intel Core i5 7300HQ 2.5GHz,2051.0,2051.0,55377000.0,16GB,16.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce GTX 1060,Nvidia GeForce GTX 1060,10064.0,120.0,83.17355371900827,0.30763652285757287,0.6923634771424272,0.3651735997379626,0.6363636363636364,0.4546841917147074
HP/17-bs000nv I3/Notebook/17.3/IPS Panel Full HD 1920x1080/Intel Core i3 6006U 2GHz,699.0,699.0,18873000.0,4GB,4.0,256GB SSD,256.0,AMD Radeon R5 520,AMD Radeon R5 520,873.0,15.0,54.5625,0.07639259472107054,0.9236074052789295,0.04878807730101539,0.0,0.29274062902763853
Lenovo/Yoga 730/2 in 1 Convertible/13.3/IPS Panel Full HD / Touchscreen 1920x1080/Intel Core i7 8550U 1.8GHz,1499.0,1499.0,40473000.0,8GB,8.0,512GB SSD,512.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.2132233214290601,0.7867766785709399,0.14084779997816355,0.21212121212121213,0.15149291135615067
Dell/Alienware 15/Gaming/15.6/Full HD 1920x1080/Intel Core i7 7820HK 2.9GHz,2813.75,2813.75,75971250.0,16GB,16.0,256GB SSD +  1TB HDD,460.8,Nvidia GeForce GTX 1070,Nvidia GeForce GTX 1070,14672.0,150.0,97.16556291390728,0.43809606885322167,0.5619039311467784,0.519053768046562,0.8181818181818181,0.5338814083019026
Dell/Inspiron 3567/Notebook/15.6/1366x768/Intel Core i3 6006U 2GHz,545.67,545.67,14733089.999999998,4GB,4.0,1TB HDD,204.8,AMD Radeon R5 M430,AMD Radeon R5 M430,648.0,15.0,40.5,0.0501672755634005,0.9498327244365995,0.031065912469449973,0.0,0.21314442216812257
HP/17-Y002nv (A10-9600P/6GB/2TB/Radeon/Notebook/17.3/IPS Panel Full HD 1920x1080/AMD A10-Series 9600P 2.4GHz,569.0,569.0,15363000.0,6GB,6.0,2TB HDD,409.6,AMD Radeon R7 M440,AMD Radeon R7 M440,900.0,25.0,34.61538461538461,0.054157601631022255,0.9458423983689778,0.09273644250715984,0.06060606060606061,0.17983647098998665
Lenovo/IdeaPad 520s-14IKB/Notebook/14.0/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,699.0,699.0,18873000.0,4GB,4.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.07639259472107054,0.9236074052789295,0.050954924538285165,0.21212121212121213,0.08967492481741372
Lenovo/ThinkPad X1/2 in 1 Convertible/14.0/Touchscreen 2560x1440/Intel Core i7 7500U 2.7GHz,2590.0,2590.0,69930000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.3998262249770808,0.6001737750229192,0.06762159120495183,0.21212121212121213,0.08967492481741372
Toshiba/Satellite Pro/Notebook/13.3/IPS Panel Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,973.0,973.0,26271000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.12325711861855698,0.8767428813814431,0.06762159120495183,0.21212121212121213,0.08967492481741372
Lenovo/Yoga 910-13IKB/2 in 1 Convertible/14.0/Full HD / Touchscreen 1920x1080/Intel Core i7 7500U 2.7GHz,1749.0,1749.0,47223000.0,16GB,16.0,512GB SSD,512.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.2559829235253068,0.7440170764746932,0.15909445942200612,0.21212121212121213,0.08967492481741372
Toshiba/Portege Z30T-C-133/Ultrabook/13.3/Full HD / Touchscreen 1920x1080/Intel Core i7 6500U 2.5GHz,1877.0,1877.0,50679000.0,16GB,16.0,512GB SSD,512.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.27787583979858516,0.7221241602014148,0.15692761218473633,0.0,0.29274062902763853
Dell/Inspiron 5577/Gaming/15.6/Full HD 1920x1080/Intel Core i5 7300HQ 2.5GHz,819.0,819.0,22113000.0,8GB,8.0,1TB HDD,204.8,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.096917203727269,0.903082796272731,0.2021475303820538,0.36363636363636365,0.45675536264763295
Lenovo/IdeaPad 320-15AST/Notebook/15.6/Full HD 1920x1080/AMD A9-Series 9420 2.9GHz,399.0,399.0,10773000.0,4GB,4.0,256GB SSD,256.0,AMD Radeon 530,AMD Radeon 530,1036.0,50.0,20.313725490196077,0.025081072205574477,0.9749189277944256,0.05320302854695255,0.21212121212121213,0.09888658169841041
Lenovo/IdeaPad 320-15ABR/Notebook/15.6/1366x768/AMD A12-Series 9720P 3.6GHz,429.0,429.0,11583000.0,8GB,8.0,1TB HDD,204.8,AMD Radeon R7,AMD Radeon R7,4482.0,30.0,144.58064516129033,0.03021222445712409,0.9697877755428759,0.15157873298227048,0.09090909090909091,0.8022590577115853
Lenovo/V310-15IKB (i5-7200U/4GB/1TB/FHD/W10)/Notebook/15.6/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,621.45,621.45,16779150.0,4GB,4.0,1TB HDD +  1TB HDD,409.6,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.06312856615081483,0.9368714338491851,0.08583864546851773,0.21212121212121213,0.08967492481741372
Dell/Vostro 5568/Notebook/15.6/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,795.0,795.0,21465000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.0928122819260293,0.9071877180739707,0.06762159120495183,0.21212121212121213,0.08967492481741372
Acer/Spin 5/2 in 1 Convertible/13.3/IPS Panel Full HD / Touchscreen 1920x1080/Intel Core i5 8250U 1.6GHz,999.0,999.0,26973000.0,8GB,8.0,256GB SSD,256.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.12770411723656663,0.8722958827634334,0.08270826509444262,0.21212121212121213,0.15149291135615067
Lenovo/ThinkPad P51s/Workstation/15.6/Full HD 1920x1080/Intel Core i7 6500U 2.5GHz,1855.0,1855.0,50085000.0,16GB,16.0,512GB SSD,512.0,Nvidia Quadro M520M,Nvidia Quadro M520M,1912.0,25.0,73.53846153846153,0.27411299481411544,0.7258870051858846,0.1850695406787775,0.06060606060606061,0.40014788662576145
Lenovo/Thinkpad T460p/Notebook/14.0/Full HD 1920x1080/Intel Core i5 6300HQ 2.3GHz,1191.0,1191.0,32157000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.16054349164648413,0.8394565083535159,0.06545474396768206,0.0,0.29274062902763853
HP/17-ak002nv (A10-9620P/6GB/2TB/Radeon/Notebook/17.3/IPS Panel Full HD 1920x1080/AMD A10-Series 9620P 2.5GHz,655.01,655.01,17685270.0,6GB,6.0,2TB HDD,409.6,AMD Radeon 530,AMD Radeon 530,1036.0,50.0,20.313725490196077,0.06886861513621498,0.931131384863785,0.09642008281051845,0.21212121212121213,0.09888658169841041
Lenovo/Legion Y520-15IKBN/Gaming/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1249.0,1249.0,33723000.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce GTX 1050 Ti,Nvidia GeForce GTX 1050 Ti,6349.0,75.0,83.53947368421052,0.17046371933281337,0.8295362806671867,0.23121729782391426,0.36363636363636365,0.45675536264763295
Dell/Latitude 5480/Notebook/14.0/Full HD 1920x1080/Intel Core i5 7440HQ 2.8GHz,1089.0,1089.0,29403000.0,8GB,8.0,256GB SSD,256.0,Nvidia GeForce 930MX,Nvidia GeForce 930MX,1278.0,17.0,71.0,0.14309757399121545,0.8569024260087845,0.07642440810636028,0.012121212121212116,0.3857797508234283
Dell/Vostro 5568/Notebook/15.6/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,726.0,726.0,19602000.0,8GB,8.0,1TB HDD,204.8,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.0810106317474652,0.9189893682525347,0.05599368422820765,0.21212121212121213,0.08967492481741372
Dell/Latitude 5580/Notebook/15.6/Full HD 1920x1080/Intel Core i5 7300U 2.6GHz,1426.66,1426.66,38519820.0,16GB,16.0,512GB SSD,512.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.20085040296649015,0.7991495970335099,0.15909445942200612,0.21212121212121213,0.08967492481741372
Lenovo/Thinkpad E470/Notebook/14.0/IPS Panel Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,857.07,857.07,23140890.0,8GB,8.0,256GB SSD,256.0,Nvidia GeForce 920MX,Nvidia GeForce 920MX,1064.0,16.0,62.588235294117645,0.10342863593448545,0.8965713640655145,0.07062809174666364,0.006060606060606058,0.33816769296863813
Dell/Latitude 5580/Notebook/15.6/Full HD 1920x1080/Intel Core i5 7300U 2.6GHz,1179.0,1179.0,31833000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.1584910307458643,0.8415089692541358,0.06762159120495183,0.21212121212121213,0.08967492481741372
HP/ProBook 470/Notebook/17.3/Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,1200.0,1200.0,32400000.0,8GB,8.0,256GB SSD,256.0,Nvidia GeForce 930MX,Nvidia GeForce 930MX,1278.0,17.0,71.0,0.162082837321949,0.837917162678051,0.07642440810636028,0.012121212121212116,0.3857797508234283
Lenovo/ThinkPad X1/Ultrabook/14.0/IPS Panel Quad HD+ 2560x1440/Intel Core i7 6500U 2.5GHz,1686.64,1686.64,45539280.0,8GB,8.0,512GB SSD,512.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.24531696837841904,0.7546830316215809,0.12359427885140299,0.0,0.29274062902763853
HP/Pavilion X360/2 in 1 Convertible/13.3/IPS Panel Touchscreen 1366x768/Intel Core i5 7200U 2.5GHz,836.6,836.6,22588200.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.09992747971484475,0.9000725202851553,0.06762159120495183,0.21212121212121213,0.08967492481741372
Lenovo/ThinkPad T470s/Ultrabook/14.0/IPS Panel Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,1499.0,1499.0,40473000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.2132233214290601,0.7867766785709399,0.06762159120495183,0.21212121212121213,0.08967492481741372
Dell/Alienware 17/Gaming/17.3/4K Ultra HD 3840x2160/Intel Core i7 7700HQ 2.8GHz,3659.4,3659.4,98803800.0,32GB,32.0,1TB SSD +  1TB HDD,1228.8,Nvidia GeForce GTX 1070,Nvidia GeForce GTX 1070,14672.0,150.0,97.16556291390728,0.5827346989039859,0.4172653010960141,0.7601390393643914,0.8181818181818181,0.5338814083019026
